variant,seed,eval_loops,loss,perplexity,last_hidden_norm,last_relative_update,last_cosine_to_previous
random_r8_24_final,43,4,7.329858779907227,1525.1663726449176,5.606703281402588,0.08194290846586227,0.9950749278068542
random_r8_24_final,43,5,7.283100605010986,1455.4939477893195,5.606703281402588,0.06644459068775177,0.9966754913330078
random_r8_24_final,43,6,7.257824420928955,1419.1656690783147,5.606703281402588,0.05386028066277504,0.9977772235870361
random_r8_24_final,43,7,7.245087623596191,1401.2046691885105,5.606703281402588,0.04373114928603172,0.9985208511352539
random_r8_24_final,43,8,7.239207744598389,1392.989929786686,5.606703281402588,0.03564482554793358,0.9990149736404419
random_r8_24_final,43,9,7.236886978149414,1389.7608738854724,5.606703281402588,0.029233120381832123,0.9993404746055603
random_r8_24_final,43,10,7.236334800720215,1388.9936911289226,5.606703281402588,0.02417481131851673,0.9995535612106323
random_r8_24_final,43,11,7.236602783203125,1389.3659669864942,5.606703281402588,0.020198024809360504,0.9996934533119202
random_r8_24_final,43,12,7.237239837646484,1390.2513507380982,5.606703281402588,0.01707753725349903,0.9997848868370056
random_r8_24_final,43,13,7.237995624542236,1391.3024816562393,5.606703281402588,0.014629458077251911,0.999845564365387
random_r8_24_final,43,14,7.238786697387695,1392.4035387200497,5.606703281402588,0.012705657631158829,0.9998859167098999
random_r8_24_final,43,15,7.239567279815674,1393.490848767379,5.606703281402588,0.011188511736690998,0.9999130964279175
random_r8_24_final,43,16,7.240335464477539,1394.5617183239751,5.606703281402588,0.009985663928091526,0.9999313950538635
random_r8_24_final,43,17,7.241085052490234,1395.607456958602,5.606703281402588,0.00902522448450327,0.9999440312385559
random_r8_24_final,43,18,7.241828441619873,1396.6453220923806,5.606703281402588,0.008251852355897427,0.999953031539917
random_r8_24_final,43,19,7.242569446563721,1397.6806267164025,5.606703281402588,0.007622841279953718,0.999959409236908
random_r8_24_final,43,20,7.243320941925049,1398.7313719896472,5.606703281402588,0.0071058133617043495,0.9999640583992004
random_r8_24_final,43,21,7.244086742401123,1399.8029313881975,5.606703281402588,0.006675753276795149,0.9999675750732422
random_r8_24_final,43,22,7.244873046875,1400.9040355405227,5.606703281402588,0.006313658319413662,0.9999701380729675
random_r8_24_final,43,23,7.245677471160889,1402.0314101518757,5.606703281402588,0.006004874128848314,0.9999726414680481
random_r8_24_final,43,24,7.246510028839111,1403.1991682130242,5.606703281402588,0.005738257430493832,0.9999741911888123
random_r8_24_final,43,25,7.247365474700928,1404.4000427031008,5.606703281402588,0.005505105946213007,0.9999759197235107
random_r8_24_final,43,26,7.248245716094971,1405.6367979962297,5.606703281402588,0.005298768635839224,0.9999771118164062
random_r8_24_final,43,27,7.2491583824157715,1406.9202609586596,5.606703281402588,0.005114035680890083,0.9999778270721436
random_r8_24_final,43,28,7.250098705291748,1408.2438424641712,5.606703281402588,0.004946856293827295,0.9999788403511047
random_r8_24_final,43,29,7.251067161560059,1409.6083256552183,5.606703281402588,0.0047940961085259914,0.9999799728393555
random_r8_24_final,43,30,7.252058982849121,1411.0070987536462,5.606703281402588,0.0046533322893083096,0.9999812245368958
random_r8_24_final,43,31,7.253082275390625,1412.4517107981173,5.606703281402588,0.0045226202346384525,0.9999816417694092
random_r8_24_final,43,32,7.254125118255615,1413.9254442895349,5.606703281402588,0.004400492645800114,0.9999821782112122
random_r8_24_final,44,4,7.328995227813721,1523.8498805424424,4.170937538146973,0.1277635395526886,0.990456223487854
random_r8_24_final,44,5,7.239472389221191,1393.3586258657879,4.170937538146973,0.10149537771940231,0.9939121603965759
random_r8_24_final,44,6,7.197000980377197,1335.4198027312354,4.170937538146973,0.08081638813018799,0.9961273670196533
random_r8_24_final,44,7,7.177364349365234,1309.4524469176145,4.170937538146973,0.06492006033658981,0.9974992275238037
